Fayda,Taşlar
Kundalini enerjisini uyandırır ve yolunu temizler.,Mor Safir
Psişik saldırıları geri gönderir ve eterik temizlik yapar.,Mor Spinel
Psişik ve fiziksel pilleri şarj eden 'hiç bitmeyen bir batarya' gibidir.,Que Sera Taşı
Tiroid sağlığına fayda sağlar,Riyolit
Kasları güçlendirir,Riyolit
Zihni dengeler,Riyolit
Bolluk ve bereket getirir,Riyolit
Pozitif enerji sağlar,Riyolit
Özgüvenle konuşmaya yardımcı olur,Purpurit
Ruhaniliği ve içsel büyümeyi teşvik eder,Purpurit
Kendi potansiyelini gerçekleştirmeyi ve kısıtlayıcı inançları aşmayı sağlar.,Purpurit
Bağımsızlık ve özgüvenle kendini ifade etmeye yardımcı olur,Heterosit
Ruhsal gelişimi ve dünyevi bağımlılıklardan özgürleşmeyi destekler.,Heterosit
Denge ve uyum sembolüdür,Celestobarite
Koruma ve şifa duygusu uyandırır,Celestobarite
Duygusal iyileşme ve denge sağlar,Celestobarite
Yaratıcılığı ve sanatsal ifadeyi artırır,Celestobarite
Uyku bozukluklarına yardımcı olur,Celestobarite
Bağışıklık sistemini destekler,Celestobarite
Stres ve anksiyeteyi azaltır,Celestobarite
Cilt hastalıklarını iyileştirir (Lepa/macun formunda),Manahshila (Realgar)
Göz bozukluklarını ve bulanık görmeyi tedavi eder,Manahshila (Realgar)
Öksürük ve astım gibi solunum yolu hastalıklarını iyileştirir,Manahshila (Realgar)
Değişim ve dönüşüm süreçlerini kolaylaştırır.,Pollucite
Lityum içeriği sayesinde stres ve anksiyeteyi giderir,Pollucite
Vücuttaki fiziksel ve eterik toksinlerin atılmasına (detoks) yardımcı olur,Pollucite
Sindirim sistemini düzenler ve mide asidini dengeler.,Prasiolite
Kendini kabul etme ve duygusal yaraların iyileşmesini sağlar,Prasiolite
Enerji sistemindeki tıkanıklıkları temizleyerek denge sağlar,Que Sera (Llanite)
Klaivoyant (durugörü) yeteneklerini ve psişik becerileri artırır,Que Sera (Llanite)
"Kötü enerjiye karşı koruma, ün ve zenginlik sağlar",Sarı Safir
Yolcuları koruduğuna inanılır,Sarı Topaz
Kundalini enerjisini aktive eder,Shiva Lingam
"Cinsel enerjiyi, tutkuyu ve yakınlığı artırır",Shiva Lingam
Doğurganlık ve dönüşüm sembolüdür,Shiva Lingam
Yaratıcılığı ateşler ve hayal gücünü canlandırır,Sfalerrit (Sphalerite)
Enerji seviyelerini şarj eder ve yorgunluğu giderir,Sfalerrit (Sphalerite)
Topraklanma sağlar ve negatif enerjilerden korur,Sfalerrit (Sphalerite)
Göz bozukluklarının iyileşmesine yardımcı olur,Sfalerrit (Sphalerite)
Duygusal şifa ve öz-sevgi sağlar,Okyanus Jasper (Ocean Jasper)
İletişim becerilerini geliştirir ve kendini ifadeyi artırır,Okyanus Jasper (Ocean Jasper)
Boğaz ve akciğer bölgelerindeki fiziksel rahatsızlıkları/ağrıları hafifletir,Okyanus Jasper (Ocean Jasper)
Neşe ve pozitifliği teşvik eder,Okyanus Jasper
Stres ve kaygıyı serbest bırakmaya yardımcı olur,Okyanus Jasper (Deniz Jasper)
Zihinsel berraklığı artırır ve ruhsal bağlantıyı güçlendirir,Safir
Duygusal iyileşmeyi destekler ve içsel huzuru teşvik eder,Safir
"Güç, cesaret ve koruma sağlar",Sardonyx (Sardoniks)
Öz kontrolü geliştirir ve topraklama hissi sağlar,Sardonyx (Sardoniks)
"Özgüveni, gücü ve iyimserliği artırır",Rhodizite (Rodizit)
Duygusal yaraları iyileştirir ve negatif hisleri dağıtır,Purpurite
"Kıskançlık, kin ve güvensizliği azaltır",Serandite
Zihni sakinleştirir ve merkezler,Que Sera
Çakraları hizalar ve enerji merkezlerini açar,Shiva Lingam
Zihinsel berraklığı artırır,Pollucite (Pollüsit)
Zihinsel ferahlık ve sadeleşme sağlar,Selenit
Üreme sağlığı ve hormon dengesizliğine yardımcı olur,Papagoite
Kişinin kendini ifade etmesine ve duygularını özgürce dile getirmesine yardımcı olur,Larimar
Stresi azaltır ve zihni berraklaştırır,Larimar
"Boğaz, göğüs ve akciğerle ilgili şikayetlerde destekleyicidir",Larimar
"Sindirim bozuklukları, cilt problemleri ve baş ağrılarının tedavisine yardımcı olur",Selestobarit
"Kısırlık sorunlarına yardımcı olur, hamilelik ve doğum sürecini destekler",Serüzit
Alzheimer semptomlarını hafifletir ve bilişsel fonksiyonu geliştirir,Serüzit
Zihinsel sakinlik sağlar ve duygusal dengeyi destekler,Jasper
Erkeklerde hormonal dengeyi sağlar ve cinsel gücü artırır,Jasper
Bağışıklık sistemini ve tiroit bezini güçlendirir,Larimar
"Sinus problemlerini, öksürüğü ve alerjileri iyileştirir",Akuamarin
Hemoglobin sayısını artırır ve kanla ilgili hastalıkları tedavi eder,Lal (Garnet)
"Böbrek ve bağırsak şifasına yardımcı olur, bağışıklığı güçlendirir",Opal
Sinir sistemini yatıştırır ve psişik yetenekleri (durugörü) geliştirir,Lanit (Llanite)
Kalp çakrasını dengeleyerek sevgi ve empati duygularını güçlendirir,Purpurit
Psişik yetenekleri ve ruhsal aydınlanmayı destekler,Mavi Safir
Özgüveni artırır ve liderlik özelliklerini güçlendirir,Safir
Duygusal çalkantıları yatıştırır ve içsel huzur verir,Okenit
Kundalini enerjisini yükseltir ve tüm çakraları harekete geçirir,Shiva Lingam
Topraklama sağlayarak çevrede rahat hissettirme,Seruzit
Boğaz çakrasını düzenleme ve iletişim yeteneğini geliştirme,"Larimar, Prasiolit, Titanit (Sfen)"
Tiroid bezi ve hormonlarını dengeleme,Larimar
Duygusal denge ve iç huzur sağlama,"Larimar, Jasper, Okenit, Prasiolit, Riyolit, Serandit, Titanit (Sfen)"
"Mide rahatsızlıkları, hazımsızlık ve şişkinliğe iyi gelme","Jasper, Prasiolit (Yeşil Ametist)"
Kan dolaşımını düzenleme ve düşük tansiyonu dengeleme,Karnelyan
"Yaşam sevinci, sadakat ve yeniliğe açıklık verme","Karnelyan, Dalmaçyalı Jasper, Okyanus Jasper"
Kök ve Taç çakra arasında bağlantı kurarak ruhsal farkındalığı artırma,"Okenit, Prasiolit, Titanit (Sfen)"
Zihinsel berraklık ve odaklanmayı artırma,"Jasper, Prasiolit, Riyolit, Titanit (Sfen)"
"Maddi bolluk, bereket ve şans getirme","Prasiolit, Larimar, Piromorfit, Realgar, Rodizit"
Kıskançlık ve güvensizlik duygularını yatıştırma,Serandit
Psişik yetenekleri ve önsezileri güçlendirme,"Rodizit, Okenit, Purpurit, Sfalerit, Titanit (Sfen)"
Cinsel sorunlara ve doğurganlığa (fertilite) yardımcı olma,"Realgar, Shiva Lingam, Prasiolit"
Lekeleme faaliyetlerini geliştirmek,Abalone (deniz kulağı)
Zihin ve bedenin doğurganlığını teşvik etmek,Abalone (deniz kulağı)
Karar verme süreçlerini geliştirmek,"Abalone (deniz kulağı), Kehribar (Amber), Kan Taşı (Heliotrop), Tereyağı Yeşim"
Gruplar arası işbirliğini teşvik etmek,"Abalone (deniz kulağı), Turmalinli Albit, Granit, Ortoklaz Feldspat, Kar Kuvars"
Kalbi korumak ve kalp sağlığını güçlendirmek,"Ferro Aktinolit, Kalsit, Sinabrit, Yeşil Apofilit, Spessartine Garnet, Garniyerit, Morganit, Yeşil Aytaşı, Pembe Turmalin, Karpuz Turmalin"
Öz değer ve güç duygusunu güçlendirmek,"Aktinolit, Ferro Aktinolit, Mavi Fırtına Akiği, Leopardit, Şeftali Ay Taşı, Gül Kuvars"
Astral seyahatte yardımcı olmak,"Ferro Aktinolit, Brandberg Ametist, Apofilit, Beril, Kalsit (Bal ve Maripose), İyolit, Mavi Yeşil Mika, Çilek Kuvars, Stilbit, Stalaktitler"
Psişik yetenekleri ve iletişim becerilerini artırmak,"Afganit, Mavi Apatit, Kovellit, Azurit, K2-Azurit, Skolesit, Shattuckite, Tanzanit"
Ağrıların giderilmesine ve uykusuzluğun azaltılmasına yardımcı olmak,"Afganit, Ametist, Auralite 23, Howlite, Mavi Turmalin, Lepidolit, Pembe Dolomit, Zirkon"
Konsantrasyon ve netliği artırmak,"Siyah Akik, Kuvars, Turmalinli Albit, Berrak Kalsit, Florit, Hematit, Goetit, Safir"
Bağışıklık sistemini güçlendirmek,"Şevron Ametist, Kalsedon, Yeşil Garnet, Presili Taşı, Yeşil Opal, Mavi Turmalin, Sfalerit, Sfen"
Depresyonu ve umutsuzluğu hafifletmek,"Botsvana Akiği, Pembe Dantel Akik, Amonit, Karayip Mavisi Kalsit, Turuncu Kalsit, Krisopraz, Limon Krisopraz, Mercan, Safir, Lepidolit, Yıldız Mika, Novacülit, Tanzanit"
Metabolizmayı düzenlemek ve krampları azaltmak,"Amazonit, Manyetit, Azurit-Malakit, Aragonit, Maun Obsidyen, Mavi Opal, Spodümen"
"Kemikleri ve dişleri güçlendirmek, kalsiyum emilimine yardımcı olmak","Mavi Dantel Akik, Dendritik Akik, Aragonit, Kalsit, Florit, Mamut Fildişi, Zebra Jasper, Siderit"
Kök çakrayı dengelemek ve topraklanma sağlamak,"Bantlı Jasper, Siyah Jasper, Kırmızı Aventurin, Realgar, Siyah Turmalin, Dumanlı Kuvars, Galena"
Yaratıcılığı teşvik etmek,"Ferro Aktinolit, Ametrin, Anjelit, Azurit, Krokoit, Dumortierit, Malakit, Stilbit, Mandalina Kuvars"
Tiroid fonksiyonunu iyileştirmek,"Azurit, Selestit, Mavi Kuvars"
Elektromanyetik radyasyondan korumak,"Galena, Şungit, Siyah Turmalin, Sarı Jasper, Berrak Kuvars"
Bolluk ve bereket çekmek,"Dendritik Akik, Yeşil Apatit, Diyaptaz, Elmas, Yeşil Garnet, Yeşil Altın Taşı, Asterit Serpantin, Safir"
Sakinleştirici etki,Kyanit (Rüya Taşı)
Kalp sağlığı ve sindirim,Abalon (Abalone)
Bağışıklık sistemini güçlendirme,"Ejirin (Aegirine), Jasper, Larimar, Prasiolit, Riyolit (Rainforest), Titanit (Sfen)"
Cesaret ve özgüveni artırma,Akik (Agate)
Sinir sistemi ve kas sağlığını destekleme,Amazonit (Amazonite)
Fiziksel ağrıyı dindirme,Kehribar (Amber)
Hücresel düzeyde fiziksel ve enerjik iyileşme sağlar,Okyanus Jasper
Böbrekleri ve böbrek üstü bezlerini stabilize eder,Okyanus Jasper
Tiroid bezinin çalışması üzerinde olumlu etki yapar,Okyanus Jasper
Sindirimi teşvik eder ve detoks etkisi yaratır,Okyanus Jasper
Kendini ifade etme becerilerini geliştirir,Safir
Akciğerler ve solunum sistemine yardımcı olur,Sardonyx
Diğer taşların enerjisini güçlendirir (şifa için),Rhodizite (Rodizit)
Vücuttaki enerji akışını artırarak canlılığı destekler,Rhodizite (Rodizit)
Uykusuzluğu (insomnia) gidermeye yardımcı olur,Purpurite
Kanın pıhtılaşmasına yardımcı olur ve nabız hızını dengeler,Purpurite
Kalsiyum ve magnezyum emilimine yardımcı olur,Serandite
Hücre yenilenmesine yardımcı olur,Que Sera
Elektromanyetik kirliliğe (sis) karşı koruma sağlar,Que Sera
Doğurganlığı ve üreme sağlığını teşvik eder,Shiva Lingam
Enfeksiyonları tedavi etmeye yardımcı olur,Pollucite (Pollüsit)
Kişinin içsel çocuğuna ulaşmasını ve neşeyi bulmasını sağlar,Larimar
Beyin ve hafıza fonksiyonlarını destekler,Selestobarit
Sinir sistemini sakinleştirir ve kaygıyı hafifletir,Serüzit
"Mesane, dalak ve karaciğer sağlığını destekler",Jasper
Bipolar bozukluğun iyileşmesine yardımcı olur,Larimar
"İnsomniya (uykusuzluk), görme problemleri ve kabızlığı tedavi eder",İnci
Vücuttaki toksinlerin atılmasını ve detoksifikasyon sürecini destekler,Turmalin
Zihinsel netlik sağlar ve kafa karışıklığını giderir,Purpurit
Vücuttaki ödemlere karşı etkilidir ve sindirim sistemini düzenler,Safir
Kan dolaşımını iyileştirir ve nöronları aktive eder,Beyaz Mermer Shiva Lingam
Karar verme ve sorumluluk almayı kolaylaştırma,Seruzit
Beynin sağ ve sol yarım kürelerini dengeleyerek sanatsal yeteneği artırma,Seruzit
"Anksiyete, gerginlik ve stresi hafifletme","Seruzit, Jasper, Larimar, Piromorfit, Que Sera, Titanit (Sfen)"
Alzheimer ve Parkinson hastalıklarına yardımcı olma,Seruzit
Uykusuzluk ve kabusları yenmeye yardımcı olma,"Seruzit, Larimar, Piromorfit"
Kas ve kemik yapısını güçlendirme,"Seruzit, Larimar, Titanit (Sfen)"
Hamilelik ve doğum sonrası anne-bebek bağını güçlendirme,Larimar
Fiziksel dayanıklılığı ve atletik performansı artırma,Jasper
Karmik borçları belirleme ve ruhsal büyümeye yardımcı olma,"Okenit, Prasiolit, Titanit (Sfen), Riyolit"
Diş ve diş eti sağlığına yardımcı olma,"Piromorfit, Titanit (Sfen)"
B vitamini emilimini kolaylaştırma,"Piromorfit, Riyolit"
"Öfke, hiddet ve şiddet içeren davranışları sakinleştirme","Realgar, Larimar, Jasper (Leopar)"
Hücre yenilenmesine ve doku sağlığına yardımcı olma,"Que Sera, Titanit (Sfen)"
"Deri hastalıkları, kaşıntı ve döküntülere iyi gelme","Riyolit, Titanit (Sfen)"
Kan sağlığını destekler ve vücudu enfeksiyonlara karşı korur.,Sfalerit
Doğa ve tüm canlılarla olan ruhsal bağı kuvvetlendirir.,"Riyolit (Rainforest), Dalmaçyalı Jasper, Piromorfit"
